user_id	is_5g_user	is_5g_product	is_5g_up_dg	prime_equity_5g	prime_equity_5g_contract
1820032070500625	0	0	0	0	0
8619050263814663	0	0	0	0	0
8718091080946292	0	0	0	0	0
1719121354809089	0	0	0	0	0
8618032568465185	0	0	0	0	0
5118071468323308	0	0	0	0	0
5117090281421718	0	0	0	0	0
1118092985300602	0	0	0	0	0
1816122677835645	0	0	0	0	0
7118060862416316	0	0	0	0	0
8618020364737481	0	0	0	0	0
8620080250988427	0	0	0	0	0
1816082273288227	0	0	0	0	0
5920031470211225	0	0	0	0	0
3117081697697809	0	0	0	1	0
9118092670472821	0	0	0	0	0
7418092670522525	0	0	0	0	0
5120032363435536	0	0	0	0	0
7118050760891799	0	0	0	0	0
5120082167972020	0	0	0	0	0
5117121894924728	0	0	0	0	0
3819041160660342	0	0	0	0	0
5118081735438395	0	0	0	0	0
9018072279432695	0	0	0	0	0
7418062849594396	0	0	0	0	0
9118080466375775	0	0	0	0	0
7119062061626418	0	0	0	0	0
1818041860041167	0	0	0	0	0
5119031158939607	0	1	0	0	0
7420011961079866	0	0	0	0	0
5119072865061365	0	0	0	0	0
3620063066749136	0	0	0	0	0
7618070693275276	0	0	0	0	0
8518093057311317	0	0	0	0	0
9718090346415562	0	0	0	0	0
7118082367511230	0	0	0	0	0
5118122196035510	0	1	0	0	0
1018121571928287	0	0	0	0	0
1117102657079990	1	0	1	0	0
2020071069017102	0	0	0	0	0
7520060270352340	0	0	0	0	0
5118052762063513	0	0	0	0	0
1920070570485066	0	0	0	0	0
9720020156663647	0	0	0	0	0
9720082355729603	0	0	0	0	0
9718081979208294	0	0	0	0	0
9117112251263280	0	0	0	0	0
5118031454970874	0	1	0	0	0
8119050274058398	0	0	0	0	0
9720081864095786	0	0	0	0	0
3419070354235046	0	0	0	0	0
5119081667288940	0	0	0	0	0
8316111675853304	0	0	0	0	0
1720081770607102	0	0	0	1	0
7620090864424654	0	0	0	0	0
1717090587955567	0	0	0	0	0
5120052551817161	0	0	0	1	0
8517112871893942	0	0	0	0	0
8518112769965016	0	0	0	0	0
3417032990023695	0	0	0	0	0
3119011993874158	0	0	0	0	0
3115031730391834	0	0	0	1	0
8418012714695224	0	0	0	0	0
7418030558458126	0	0	0	0	0
7519050998758249	0	0	0	0	0
9719053058253431	0	0	0	0	0
7020081670162195	1	0	1	0	0
8420042259103712	0	0	0	0	0
1020050963722179	0	0	0	1	0
8618122595429208	0	0	0	0	0
3118022838423874	0	0	0	0	0
3020060470345161	0	0	0	0	0
7618071995074952	0	0	0	0	0
8118012699852925	1	0	1	0	0
7620081660458504	0	0	0	0	0
7119111752928524	0	0	0	0	0
9120030670247577	0	0	0	0	0
7420072770108615	0	0	0	0	0
8418042472222833	0	0	0	0	0
8120030360179960	0	0	0	0	0
1719050672669175	0	0	0	0	0
5119122451410784	0	0	0	0	0
1816121477361808	0	0	0	0	0
1720081670601938	0	0	0	1	0
5120032563855364	0	0	0	1	0
5118072770038618	0	0	0	0	0
5118071167991269	0	0	0	0	0
9119040817769531	0	0	0	0	0
7618041645665032	0	0	0	0	0
7418101371571427	0	0	0	0	0
5119021855394315	0	0	0	0	0
3120041365966691	0	0	0	0	0
1719102869199390	0	0	0	0	0
1016111582534047	0	0	0	1	0
8419101458216888	0	0	0	0	0
7618121872207730	0	0	0	0	0
5120042768587974	1	0	1	0	0
7119041499325838	0	0	0	0	0
5019121952426364	0	0	0	0	0
9118112274826351	0	0	0	0	0
5119021154603719	0	0	0	0	0
3420052753246689	0	0	0	0	0
7620062651872934	0	0	0	0	0
3619030397047144	0	0	0	0	0
7119031893666749	0	0	0	0	0
5120070757333473	0	0	0	0	0
8719031598089392	0	0	0	0	0
5120071257665941	0	0	0	1	0
5119121668234778	0	0	0	0	0
8519042789988757	0	0	0	0	0
5917090782483704	0	0	0	0	0
8418112893585707	0	0	0	0	0
5119062553675573	0	0	0	0	0
9718061974386107	0	0	0	0	0
5019050959665273	0	0	0	0	0
8419011497964974	0	0	0	0	0
3417111959369662	0	0	0	0	0
7618122618339187	0	0	0	0	0
5118040357079114	1	0	1	0	0
5119050674673792	0	0	0	0	0
3820030870120577	0	0	0	0	0
7620090764293047	0	0	0	0	0
7415060935117752	0	0	0	0	0
3419082967353162	0	0	0	0	0
3018031369460304	0	0	0	0	0
8520022870311821	0	0	0	0	0
7420082970237351	0	0	0	0	0
5118071468303663	0	0	0	0	0
1019082833482497	0	0	0	0	0
5120090956279124	0	0	0	0	0
7620052165366494	0	0	0	0	0
7417122954154178	0	0	0	0	0
7119073154872090	0	0	0	0	0
3620030170322855	0	0	0	0	0
7119110452311906	0	0	0	0	0
3619022395942454	0	0	0	0	0
8519020778793767	0	0	0	0	0
8518071694673837	0	0	0	1	0
1020082970568355	0	0	0	0	0
1717053083680493	0	0	0	0	0
3120012756613855	0	0	0	0	0
1819040798922420	0	0	0	0	0
8720082168719770	0	0	0	0	0
5120071859424597	0	0	0	0	0
1018041684696391	0	0	0	0	0
8118102884876248	0	0	0	0	0
3419051964828583	0	0	0	0	0
5118060163266959	0	0	0	0	0
7619050626589673	0	0	0	0	0
7615103103390534	0	0	0	0	0
3418111790798972	0	0	0	0	0
9119011083834254	0	0	0	0	0
1720082970663850	0	0	0	0	0
5119032564208673	0	0	0	0	0
7119040398705080	0	0	0	0	0
7119020188321947	0	0	0	0	0
3417082251596695	0	0	0	0	0
3416121384148466	0	0	0	0	0
5118062766081708	0	0	0	0	0
5120060353549033	0	0	0	0	0
3617051729897452	0	0	0	0	0
1919072468925063	0	0	0	0	0
8619031155505841	0	0	0	0	0
5120070457148227	0	0	0	0	0
5119102754705576	0	0	0	0	0
8318122784631725	0	0	0	0	0
5120051269800264	0	0	0	0	0
1718021994167071	0	0	0	0	0
1017040294285213	0	0	0	0	0
1918081882733667	0	0	0	0	0
9119011712209171	0	0	0	0	0
5119051661361732	0	0	0	0	0
1117061795692742	0	0	0	0	0
9120061566271171	0	0	0	0	0
1820061770850503	0	0	0	0	0
3419013151215229	0	0	0	0	0
1018010875309588	0	0	0	0	0
7519111750857355	0	0	0	0	0
7618082750638864	0	0	0	0	0
3117090399339844	0	0	0	0	0
5118062934109276	0	0	0	0	0
1819061861442375	0	0	0	0	0
5119062453568137	0	0	0	0	0
7418080566412805	0	0	0	0	0
8120031762420534	0	0	0	0	0
7520040870241093	0	0	0	0	0
7118030357537832	0	0	0	0	0
7620013052178593	1	0	1	0	0
7020010470049077	0	0	0	0	0
3620073060853794	0	0	0	0	0
5119021555011912	0	0	0	0	0
5118011798549056	0	0	0	0	0
7518112675225146	0	0	0	0	0
3620050151449430	0	0	0	0	0
9119040194372305	0	0	0	0	0
1818052761900820	0	0	0	0	0
5920032470233255	0	0	0	0	0
3620081563115757	0	0	0	0	0
3018060421853325	0	0	0	0	0
7620090664215670	0	0	0	0	0
7619051052511670	0	0	0	0	0
1818082067233461	0	0	0	0	0
1719020166768775	0	0	0	1	0
8920010760002533	0	0	0	0	0
1719061657059807	0	0	0	0	0
5118062064951997	0	0	0	0	0
8117020294535911	1	0	1	0	0
9720040965195054	0	0	0	0	0
1117101329308173	0	0	0	0	0
7419041195155095	0	0	0	0	0
9118092970681212	0	0	0	0	0
1919022050477840	0	0	0	0	0
9016112278653922	0	0	0	0	0
1020033170260713	0	0	0	0	0
3019032353771560	0	0	0	0	0
1118091683724352	0	0	0	0	0
8718081078431076	0	0	0	0	0
8318102572278819	0	0	0	0	0
3618021764270137	0	0	0	0	0
1819050953087036	0	0	0	0	0
1818031057965976	0	0	0	0	0
1718112458587563	0	0	0	0	0
7620062169615128	0	0	0	0	0
3018021167166884	0	0	0	0	0
7119012087088033	0	0	0	0	0
7618031882416218	0	0	0	0	0
8519040185623957	0	0	0	0	0
1718050114653205	0	0	0	0	0
8719103065593809	0	0	0	0	0
5120060153404895	0	0	0	0	0
1719022868147073	0	0	0	0	0
2020081770033531	0	0	0	0	0
8620073112883602	0	0	0	0	0
7520052663930248	0	0	0	0	0
9019012198467091	0	0	0	0	0
7115031168220505	0	0	0	0	0
3619083059331766	0	0	0	0	0
3417052994245433	0	0	0	1	0
8418111792169231	0	0	0	0	0
7615042732562596	0	0	0	0	0
9720062160740328	0	0	0	0	0
1019080669711476	0	0	0	0	0
5120020855425015	0	0	0	0	0
1720032760706176	0	0	0	0	0
3617022781857420	0	0	0	0	0
5120083154553140	0	0	0	0	0
9120060370520651	0	0	0	0	0
1118070475546340	0	0	0	0	0
8518080998133534	0	0	0	0	0
3619030597179277	0	0	0	0	0
3119042652476775	0	1	0	0	0
8720080361946897	0	0	0	0	0
3620071871098036	0	0	0	1	0
5117081077490332	0	0	0	0	0
3420062760451425	0	0	0	0	0
8420040970401571	0	0	0	0	0
5919060567780605	0	0	0	0	0
7618021979741058	0	0	0	0	0
3118012262253467	0	0	0	0	0
3819051564620577	0	0	0	0	0
1118080579023993	0	0	0	0	0
8320053170295015	0	0	0	0	0
8719033099854110	0	0	0	0	0
1718061750071737	0	0	0	0	0
3418090882923350	0	0	0	0	0
8518112870050985	0	0	0	0	0
1916112943208561	0	0	0	0	0
7617110969819234	1	0	1	0	0
9017091553072652	0	0	0	0	0
1018011676017206	0	0	0	0	0
8417103057172662	0	0	0	0	0
8319050752952535	0	0	0	0	0
7620090664219401	0	0	0	0	0
8420062170626991	0	0	0	0	0
7620011250837011	0	0	0	0	0
7518081667200637	0	0	0	0	0
5118030654027648	0	0	0	0	0
8418062877246820	0	0	0	0	0
9718101883298828	0	0	0	0	0
5118031254729256	0	1	0	0	0
7620042060268227	0	0	0	0	0
1120082762009138	0	0	0	0	0
1720040160900945	0	0	0	0	0
3417010185068380	0	0	0	0	0
3418030566823478	0	0	0	0	0
8118070867516831	0	0	0	0	0
9720040364955590	0	0	0	0	0
5119032766581208	0	0	0	0	0
1919071766877393	0	0	0	0	0
1718092854446890	0	0	0	0	0
8319042752148076	0	0	0	0	0
5120050169119515	0	0	0	0	0
9119042897755489	0	0	0	0	0
1717052283345911	0	0	0	0	0
3418052372599506	0	0	0	0	0
8418122295960043	0	0	0	0	0
3118011561757560	1	0	1	0	0
3018011264531879	0	0	0	0	0
7618072695933364	0	0	0	0	0
5920041870286028	0	0	0	0	0
3119032799366669	0	0	0	0	0
8920032370186099	0	0	0	0	0
1020040470271682	0	0	0	0	0
3017120461141902	0	0	0	0	0
8418081882701744	0	0	0	0	0
7119090949390248	0	0	0	0	0
2018040968706289	0	0	0	0	0
8320051167425891	0	0	0	0	0
3118052972754880	0	0	0	0	0
1718090453510013	0	0	0	0	0
7418041860593841	0	0	0	0	0
8518091253370554	0	0	0	0	0
5118100881656883	0	0	0	0	0
7618031582192817	0	0	0	0	0
1120061270011667	0	0	0	0	0
1117100855613938	0	0	0	0	0
1018042285060709	0	0	0	0	0
7418072665801416	0	0	0	0	0
1719082453390076	0	0	0	0	0
8517103068719516	0	0	0	0	0
5117041555864256	0	0	0	0	0
9718090180365576	0	0	0	0	0
1820060570819789	0	0	0	0	0
8318012554993922	0	0	0	0	0
5119110555692965	0	0	0	0	0
5117082279384917	0	0	0	0	0
8317051185216356	0	0	0	0	0
5118082675559320	0	0	0	0	0
3020062170368575	0	0	0	0	0
1020041870305912	0	0	0	0	0
8420050662965400	0	0	0	0	0
3620081171207969	0	0	0	0	0
3019012935056386	0	0	0	0	0
1719041370662134	0	0	0	0	0
9118072965971063	0	0	0	0	0
8317122152791705	0	0	0	0	0
8119072262265206	0	0	0	0	0
3417061995809255	0	0	0	0	0
3419090668568129	0	0	0	0	0
8520010250185749	0	0	0	0	0
8519011576000342	0	0	0	0	0
7519052861262348	0	0	0	0	0
1919083156004318	0	0	0	0	0
9115090369320862	0	0	0	0	0
1117032789854923	0	0	0	0	0
3020051563313876	0	0	0	0	0
3420071062045532	0	0	0	0	0
1916062729758760	0	0	0	0	0
9720030459407825	0	0	0	0	0
9718080778193706	0	0	0	0	0
3819062652912959	0	0	0	1	0
9118102472319580	0	0	0	0	0
9719041050536835	0	0	0	0	0
5117062667959295	0	1	0	0	0
7120011170114191	0	0	0	1	0
3118121187179787	0	0	0	0	0
3619051054270657	0	0	0	0	0
3019072244298716	0	0	0	0	0
9120021870183220	0	0	0	0	0
5120011253946346	0	0	0	0	0
9118032059184265	0	0	0	0	0
1118110189133071	0	0	0	0	0
5120041566287158	0	0	0	0	0
8316022611623139	1	0	1	0	0
9019081752042108	0	0	0	0	0
8120070256984389	0	0	0	0	0
7117041383561729	0	0	0	0	0
5119121167770368	0	0	0	1	0
5120090755336898	0	0	0	0	0
7419061362633479	0	0	0	0	0
7620090964483368	0	0	0	0	0
9118011455149937	0	0	0	0	0
8720030659501648	0	0	0	0	0
5917061866612915	0	0	0	0	0
7518110573451176	0	0	0	0	0
3119020405378973	0	0	0	0	0
8720050551614680	0	0	0	0	0
1118112391385795	0	0	0	0	0
1820042470644708	0	0	0	0	0
7117120451408269	0	0	0	0	0
8319090561825980	0	0	0	0	0
5118063066742108	0	0	0	0	0
3117052789618022	0	0	0	0	0
5119011939368717	0	0	0	0	0
9719082255836816	0	0	0	0	0
7118111876576061	0	0	0	0	0
3419100350749743	0	0	0	0	0
9718083180234312	0	0	0	0	0
5120062456087682	0	0	0	0	0
3418072935933314	0	0	0	0	0
8520031470397975	0	0	0	0	0
8120030270272328	1	0	1	0	0
5118071468250805	0	0	0	0	0
5118020150497822	0	0	0	0	0
1018062592018140	0	0	0	0	0
9118050161152824	0	0	0	0	0
5120070757332990	0	0	0	0	0
7619060957660121	0	0	0	0	0
5119080565947893	0	0	0	0	0
7420012361438812	0	0	0	0	0
1718123164403929	0	0	0	0	0
3116031672735047	0	0	0	0	0
8919050998795510	0	0	0	0	0
1720070970403203	0	0	0	0	0
8918052662306394	0	0	0	0	0
5119122451395346	0	0	0	0	0
5917071070454556	0	0	0	0	0
8119123052761553	0	1	0	0	0
5119050542871274	0	0	0	0	0
7118121981786649	0	0	0	0	0
9718073144945032	0	0	0	0	0
3119030296973365	0	0	0	0	0
8418122195917501	0	0	0	0	0
7118051561371123	0	0	0	0	0
1020022970176100	0	0	0	0	0
8420082170800716	0	0	0	0	0
3618012162190824	0	0	0	0	0
8620062055620441	0	0	0	0	0
5120090354948374	0	1	0	0	0
3619071664334150	0	0	0	0	0
1920040358708143	0	0	0	0	0
3119040350153090	0	0	0	0	0
5118080571512939	0	0	0	0	0
5119052363873750	0	0	0	0	0
7118031608588023	0	0	0	0	0
1118071877169759	0	0	0	0	0
8120071170702011	0	0	0	0	0
1919053162621110	0	0	0	0	0
1118061474272619	0	0	0	0	0
1819090962051451	0	0	0	0	0
3419053067352129	0	0	0	0	0
3119062011097522	0	0	0	0	0
3114052924338974	0	0	0	1	0
5120042868662687	0	0	0	0	0
7617090963276523	0	0	0	0	0
9016022716207653	0	0	0	0	0
8418080881756176	0	0	0	0	0
7618042785632579	0	0	0	0	0
8420040170367053	0	0	0	0	0
9016082975143209	0	0	0	0	0
1117011986010003	0	0	0	1	0
5118031030872214	0	0	0	0	0
1918102890268467	0	0	0	0	0
1018010975415400	0	0	0	0	0
3119102363942528	0	0	0	0	0
7419070264564801	0	0	0	0	0
5120021658591648	0	0	0	0	0
9118081166773225	0	0	0	0	0
1916012612172813	0	0	0	0	0
9119062063390418	0	0	0	0	0
3619041350784543	0	0	0	0	0
7617030390812432	0	0	0	0	0
8316112576416920	0	0	0	0	0
8520040770508714	0	0	0	0	0
1019072366132015	0	0	0	0	0
8716081518304153	0	0	0	0	0
3619042551628689	0	0	0	0	0
3019021250030431	0	0	0	0	0
1818072265113521	0	0	0	0	0
3018102428833416	0	0	0	0	0
5118071768689716	0	0	0	0	0
9018011064383960	0	0	0	0	0
1918112894023979	0	0	0	0	0
9118091169595459	0	0	0	0	0
8419060262700512	0	0	0	0	0
8118121795384836	0	0	0	0	0
1818050460773542	0	0	0	0	0
7618031682242708	0	0	0	0	0
5119090855576470	0	0	0	0	0
1818062763513742	0	0	0	0	0
1917030384459419	0	0	0	0	0
5120061154062399	0	0	0	0	0
7118062916082281	0	0	0	0	0
3618051972019446	0	0	0	0	0
3618052372304641	0	0	0	0	0
5918021051575488	0	0	0	0	0
5120070256978164	0	0	0	0	0
1020030870197148	0	0	0	0	0
7118101971892915	0	0	0	0	0
9720052054300600	0	0	0	0	0
2018112800723983	0	0	0	0	0
8519010474992681	0	0	0	0	0
1018071995084854	0	0	0	0	0
5120060653746564	0	0	0	0	0
3117080696806829	0	0	0	0	0
8419032153220290	0	0	0	0	0
1020050363393028	0	0	0	0	0
1117061395427719	0	0	0	0	0
1120090370149589	0	0	0	0	0
3616110175382632	0	0	0	1	0
3820061555258592	0	0	0	0	0
8519032023698613	0	0	0	0	0
7018042696836437	0	0	0	0	0
5118091278213170	0	0	0	0	0
3619022796471145	0	0	0	0	0
8119051761463066	0	0	0	0	0
8116120388795306	0	0	0	0	0
1818020655738925	0	0	0	0	0
7418092604107541	0	0	0	0	0
8418092486367862	0	0	0	0	0
5920090270563609	0	0	0	1	0
3420022855976021	0	0	0	0	0
1718100855193978	0	0	0	1	0
1718060999645955	0	0	0	0	0
3820040162933010	0	0	0	0	0
3020040470233337	0	0	0	0	0
5119121769472863	0	0	0	0	0
2019042451529762	0	0	0	0	0
1117040890710697	0	0	0	0	0
3419113067588044	0	0	0	0	0
7420081670181905	0	0	0	0	0
3620080862379436	0	0	0	0	0
3817121461358001	0	0	0	0	0
7618022280202628	0	0	0	0	0
2017070192794002	0	0	0	0	0
9117050685081012	0	0	0	0	0
5120080263512844	0	0	0	0	0
8420030370260674	0	0	0	0	0
5918010896951066	0	0	0	1	0
8417010881391559	0	0	0	0	0
7618072395562208	0	0	0	0	0
7616042128216222	0	0	0	0	0
8319071550677628	0	0	0	0	0
1118122595300840	0	0	0	0	0
7620060268185075	0	0	0	0	0
7519091658958142	0	0	0	0	0
3419010497679758	0	0	0	0	0
3618041569128965	0	0	0	1	0
5020042770082877	0	0	0	0	0
7418072700762557	0	0	0	0	0
5117092485240925	0	0	0	0	0
9720031259748978	0	0	0	0	0
8720052757965763	0	0	0	0	0
1718052498234909	0	0	0	0	0
8520080659373542	0	0	0	0	0
8419010597345456	0	0	0	0	0
1815011727658164	0	0	0	0	0
8519103061785799	0	0	0	0	0
3415020570101135	0	0	0	0	0
9718041969401412	0	0	0	0	0
9719072269743371	0	0	0	0	0
1117072899398630	0	0	0	0	0
5118012099099704	0	1	0	0	0
7518070564432940	0	0	0	0	0
7618072695883167	0	0	0	0	0
7418030358370820	0	0	0	0	0
7620042160535639	0	0	0	0	0
7520070870417997	0	0	0	0	0
3418122996697245	0	0	0	0	0
3117063092670024	0	0	0	0	0
5118072034683304	0	0	0	0	0
8719121654203537	0	0	0	0	0
5120061654373639	0	0	0	0	0
9119051159128595	0	0	0	0	0
9019110470016023	0	0	0	0	0
5118101482266969	0	0	0	0	0
1819020188268930	0	0	0	0	0
8318012354872126	0	0	0	0	0
9718091180995767	0	0	0	0	0
3118090180378763	0	0	0	0	0
5117121794758142	0	0	0	0	0
3020052966899360	0	0	0	0	0
1818033159160611	0	0	0	0	0
3119011493468172	0	0	0	0	0
5118050332480873	0	0	0	0	0
3617062992590337	0	0	0	1	0
8418061475692567	0	0	0	0	0
3419091769457559	0	0	0	0	0
2017060590484548	0	0	0	0	0
5120060353543919	0	0	0	0	0
1117071097450081	0	0	0	0	0
3019111570012711	0	0	0	0	0
8519070162263527	0	0	0	0	0
3620050951789188	0	0	0	0	0
1819031093082332	0	0	0	0	0
1020051664152713	0	0	0	0	0
9119072850080360	0	0	0	0	0
8318082367552101	0	0	0	0	0
3117090599702481	0	0	0	0	0
9719062460941794	0	0	0	0	0
8620082070043795	0	0	0	0	0
1820062470879606	0	0	0	0	0
3120071068995333	0	0	0	0	0
1018110765001061	0	0	0	0	0
3119070411723919	0	0	0	0	0
3019012534714754	0	0	0	0	0
9118072565730849	0	0	0	0	0
9115120500575876	0	0	0	0	0
3817122762189593	0	0	0	1	0
5118090677559323	0	0	0	0	0
3020071170404910	0	0	0	0	0
8620012253729504	0	0	0	0	0
8317071289267165	0	0	0	0	0
8120081666809193	0	0	0	0	0
7118062363275461	0	0	0	0	0
1119032357630507	0	0	0	0
9718101282960944	0	0	0	0	0
7619103161979143	0	0	0	0	0
3419101852520632	0	0	0	0	0
3417061495484215	0	0	0	0	0
1918091785749281	0	0	0	0	0
3418031567722450	0	0	0	0	0
1817022139193535	1	0	1	0	1
1019021879572871	0	0	0	0	0
3619063063156315	0	0	0	0	0
1117121161138152	0	0	0	0	0
3117040985473338	0	0	0	0	0
8519042587648861	0	0	0	0	0
8719012804973531	0	0	0	0	0
3419111963103195	0	0	0	0	0
5118012098971601	0	0	0	0	0
8517062353265512	0	1	0	0	0
3117021280856228	0	0	0	0	0
3419052666438309	0	0	0	0	0
1919120650544360	0	0	0	0	0
8420070370666203	0	0	0	0	0
1819021788970626	0	0	0	0	0
7620011551100973	1	0	1	0	1
5119030457853323	0	0	0	0	0
8720090563173972	0	0	0	0	0
7418051661837952	0	0	0	0	0
7120011860397713	0	0	0	0	0
7618070893590365	0	0	0	0	0
5117071170653733	0	0	0	0	0
1719062157380910	0	0	0	0	0
9118062149234853	0	0	0	0	0
1818071164454643	0	0	0	0	0
1119042261372329	0	0	0	0	0
1117032089337519	0	0	0	0	0
1817040482932226	0	0	0	0	0
3116121678141801	0	0	0	0	0
7118021956691613	0	0	0	1	0
9119091959276661	0	0	0	0	0
7618101358573619	0	0	0	0	0
8118110887496973	0	0	0	0	0
5118031354786431	0	0	0	0	0
7120090456638527	0	0	0	0	0
5120062556194728	0	0	0	1	0
5119112062968190	0	0	0	0	0
8919091759068961	0	0	0	0	0
1920070770488258	0	0	0	0	0
3019013199457529	0	0	0	0	0
9719071364191297	0	0	0	0	0
3020081170463126	0	0	0	0	0
8317091294615888	0	0	0	0	0
3117071093694382	0	0	0	0	0
5118032331262094	0	0	0	0	0
3619013194694705	0	0	0	0	0
8420061653034274	0	0	0	0	0
5118120493696743	0	1	0	0	0
3419032758647704	0	0	0	0	0
7620071253311540	0	0	0	0	0
3418071977259911	0	0	0	0	0
3620042870686899	0	0	0	0	0
7119011186282289	0	0	0	0	0
7618061891115239	0	0	0	0	0
5118020951506286	0	0	0	0	0
1820032870533636	0	0	0	0	0
5118070667292750	0	0	0	0	0
3420062055593856	0	0	0	0	0
9019021550165441	0	0	0	0	0
1818090768822625	0	0	0	0	0
7118032058526314	0	0	0	0	0
9720083170032032	0	0	0	0	0
1719121754914144	0	0	0	0	0
1719050972833400	0	0	0	0	0
7118020956049984	0	0	0	1	0
3418112391388963	0	0	0	0	0
3420061054956820	0	0	0	0	0
8417110257489433	1	0	1	0	0
1718030694789599	0	0	0	0	0
8417090652069644	0	0	0	0	0
7420052563481564	0	0	0	0	0
9018022167880067	0	0	0	0	0
5118022330417283	0	0	0	0	0
1719031968999864	0	0	0	0	0
9118082868353671	0	0	0	0	0
1818121481439478	0	0	0	0	0
3420031957397771	0	0	0	0	0
8417011181526964	0	0	0	0	0
7519060662072566	0	0	0	0	0
1919011297823071	0	0	0	0	0
5120071859421136	0	0	0	0	0
8319092762951289	0	0	0	0	0
7118070263770933	0	0	0	0	0
8720070166905708	0	0	0	0	0
5920041170272178	0	0	0	0	0
3417092254421161	0	0	0	0	0
5118100236607800	0	0	0	0	0
7118082867990899	0	0	0	0	0
8418040971346064	0	0	0	0	0
5918022653093113	0	0	0	0	0
9118010654685914	0	0	0	0	0
8119021554949653	0	0	0	0	0
7618081198512071	0	0	0	0	0
5918103086343085	0	0	0	0	0
7419032994122997	0	0	0	0	0
8519010174687494	0	0	0	0	0
3618010861294265	0	0	0	0	0
7418072365626810	0	0	0	0	0
3818122595525667	0	0	0	0	0
3619071063915591	0	0	0	0	0
3120082270216182	0	0	0	1	0
3420041764086857	0	0	0	0	0
8620062760459259	0	0	0	0	0
1718062750518645	0	0	0	0	0
5018062977457559	0	0	0	0	0
1119072805029103	0	0	0	0	0
7618021879615063	0	0	0	0	0
7118031658322744	0	0	0	1	0
3419123151553890	0	0	0	0	0
8518112970274198	0	0	0	0	0
3018061575791324	0	0	0	0	0
7119012487403097	0	0	0	0	0
7618063092576535	0	0	0	0	0
3420062070078991	0	0	0	0	0
7017112305561128	0	0	0	0	0
1019062058689311	0	0	0	0	0
7618061490671743	0	0	0	0	0
